"Fund Category","Fund Name","Scheme Name","Dividend Date","Dividend Individual/ HUF (Rs) per Unit","Dividend Others (Rs) per Unit"
"Close Ended","HDFC FMP 1153D April 2016 (1)","HDFC FMP 1153D April 2016 (1)- Regular Quarterly Dividend - Series-36","25 Mar, 2019","0.1007","0.0933"
"Close Ended","HDFC FMP 1153D April 2016 (1)","HDFC FMP 1153D April 2016 (1)- Direct-Quarterly Dividend - Series-36","25 Mar, 2019","0.1032","0.0956"
"Close Ended","HDFC FMP 1104D April 2016 (1)","HDFC FMP 1104D April 2016 (1)- Regular Quarterly Dividend - Series-36","26 Dec, 2018","0.1597","0.1479"
"Close Ended","HDFC FMP 1104D April 2016 (1)","HDFC FMP 1104D April 2016 (1)- Direct-Quarterly Dividend - Series-36","26 Dec, 2018","0.1607","0.1488"
"Close Ended","HDFC FMP 1107D March 2016 (1)","HDFC FMP 1107D March 2016 (1) - Regular- Normal Dividend- Series-36","09 Apr, 2019","1.8007","1.6674"
"Close Ended","HDFC FMP 1107D March 2016 (1)","HDFC FMP 1107D March 2016 (1)- Regular Quarterly Dividend - Series-36","09 Apr, 2019","0.1404","0.1300"
"Close Ended","HDFC FMP 1107D March 2016 (1)","HDFC FMP 1107D March 2016 (1)- Direct Normal Dividend - Series-36","09 Apr, 2019","1.8866","1.7470"
"Close Ended","HDFC FMP 1107D March 2016 (1)","HDFC FMP 1107D March 2016 (1)- Direct-Quarterly Dividend - Series-36","09 Apr, 2019","0.1416","0.1311"
"Close Ended","HDFC FMP 1190D March 2016 (1)","HDFC FMP 1190D March 2016 (1) - Regular- Normal Dividend- Series-36","25 Jun, 2019","2.4091","2.2309"
"Close Ended","HDFC FMP 1190D March 2016 (1)","HDFC FMP 1190D March 2016 (1)- Regular Quarterly Dividend - Series-36","25 Jun, 2019","0.1274","0.1179"
"Close Ended","HDFC FMP 1190D March 2016 (1)","HDFC FMP 1190D March 2016 (1)- Direct Normal Dividend - Series-36","25 Jun, 2019","2.5969","2.4047"
"Close Ended","HDFC FMP 1190D March 2016 (1)","HDFC FMP 1190D March 2016 (1)- Direct-Quarterly Dividend - Series-36","25 Jun, 2019","0.1384","0.1281"
"Close Ended","HDFC FMP 1120D March 2016 (1)","HDFC FMP 1120D March 2016 (1) - Regular- Normal Dividend- Series-36","09 Apr, 2019","1.8350","1.6992"
"Close Ended","HDFC FMP 1120D March 2016 (1)","HDFC FMP 1120D March 2016 (1)- Direct Normal Dividend - Series-36","09 Apr, 2019","1.9217","1.7795"
"Close Ended","HDFC FMP 1114D March 2016 (1)","HDFC FMP 1114D March 2016 (1) - Regular- Normal Dividend- Series-35","09 Apr, 2019","1.8258","1.6907"
"Close Ended","HDFC FMP 1114D March 2016 (1)","HDFC FMP 1114D March 2016 (1)- Regular Quarterly Dividend - Series-35","09 Apr, 2019","0.1485","0.1375"
"Close Ended","HDFC FMP 1114D March 2016 (1)","HDFC FMP 1114D March 2016 (1)- Direct Normal Dividend - Series-35","09 Apr, 2019","1.9277","1.7850"
"Close Ended","HDFC FMP 1140D March 2016 (1)","HDFC FMP 1140D March 2016 (1)- Regular Quarterly Dividend - Series-35","26 Dec, 2018","0.1519","0.1407"
"Close Ended","HDFC FMP 1140D March 2016 (1)","HDFC FMP 1140D March 2016 (1)- Direct-Quarterly Dividend - Series-35","26 Dec, 2018","0.1576","0.1459"
"Close Ended","HDFC FMP 1132D February 2016 (1)","HDFC FMP 1132D February 2016 (1)- Direct Normal Dividend - Series-35","28 Mar, 2016","0.0408","0.0378"
"Close Ended","HDFC FMP 1132D February 2016 (1)","HDFC FMP 1132D February 2016 (1) - Regular- Normal Dividend- Series-35","08 Apr, 2019","1.8697","1.7313"
"Close Ended","HDFC FMP 1132D February 2016 (1)","HDFC FMP 1132D Februray 2016 (1)- Regular Quarterly Dividend - Series-35","08 Apr, 2019","0.1466","0.1357"
"Close Ended","HDFC FMP 1148D February 2016 (2)","HDFC FMP 1148D Februray 2016 (2)- Regular Quarterly Dividend - Series-35","26 Dec, 2018","0.1824","0.1689"
"Close Ended","HDFC FMP 1148D February 2016 (2)","HDFC FMP 1148D February 2016 (1)- Direct-Quarterly Dividend - Series-35","26 Dec, 2018","0.1880","0.1741"
"Close Ended","HDFC FMP 1161D February 2016 (1)","HDFC FMP 1161D Februray 2016 (1)- Regular Quarterly Dividend - Series-35","26 Dec, 2018","0.1430","0.1324"
"Close Ended","HDFC FMP 1161D February 2016 (1)","HDFC FMP 1161D February 2016 (1)- Direct-Quarterly Dividend - Series-35","26 Dec, 2018","0.1546","0.1432"
"Close Ended","HDFC FMP 1148D February 2016 (1)","HDFC FMP 1148D Februray 2016 (1)- Regular Quarterly Dividend - Series-35","26 Dec, 2018","0.1608","0.1489"
"Close Ended","HDFC FMP 1148D February 2016 (1)","HDFC FMP 1148D February 2016 (1)- Direct-Quarterly Dividend - Series-35","26 Dec, 2018","0.1617","0.1497"
"Close Ended","HDFC FMP 1168D February 2016 (1)","HDFC FMP 1168D February 2016 (1)- Regular Quarterly Dividend - Series-35","18 Mar, 2020","0.1220","0.1130"
"Close Ended","HDFC FMP 1155D February 2016 (1)","HDFC FMP 1155D February 2016 (1) - Regular- Normal Dividend- Series-35","08 Apr, 2019","1.9371","1.7938"
"Close Ended","HDFC FMP 1155D February 2016 (1)","HDFC FMP 1155D Februray 2016 (1)- Regular Quarterly Dividend - Series-35","08 Apr, 2019","0.1406","0.1302"
"Close Ended","HDFC FMP 1155D February 2016 (1)","HDFC FMP 1155D February 2016 (1)- Direct Normal Dividend - Series-35","08 Apr, 2019","2.0309","1.8806"
"Close Ended","HDFC FMP 1155D February 2016 (1)","HDFC FMP 1155D February 2016 (1)- Direct-Quarterly Dividend - Series-35","08 Apr, 2019","0.1417","0.1312"
"Close Ended","HDFC FMP 1167D January 2016 (1)","HDFC FMP 1167D January 2016 (1) - Regular- Normal Dividend- Series-35","08 Apr, 2019","1.9429","1.7992"
"Close Ended","HDFC FMP 1167D January 2016 (1)","HDFC FMP 1167D January 2016 (1)- Regular Quarterly Dividend - Series-35","08 Apr, 2019","0.1432","0.1326"
"Close Ended","HDFC FMP 1167D January 2016 (1)","HDFC FMP 1167D January 2016 (1)- Direct Normal Dividend - Series-35","08 Apr, 2019","2.0520","1.9001"
"Close Ended","HDFC FMP 1167D January 2016 (1)","HDFC FMP 1167D January 2016 (1)- Direct-Quarterly Dividend - Series-35","08 Apr, 2019","0.1444","0.1337"
"Close Ended","HDFC Dual Advantage Fund - II - 1160D January 2016","HDFC DAF-II- 1160D January 2016 - Regular -Normal Dividend Payout","08 Apr, 2019","1.7069","1.5806"
"Close Ended","HDFC Dual Advantage Fund - II - 1160D January 2016","HDFC DAF-II- 1160D January 2016 - Direct -Normal Dividend Payout","08 Apr, 2019","2.1528","1.9935"
"Close Ended","HDFC FMP 1176D January 2016 (1)","HDFC FMP 1176D January 2016 (1) - Regular- Normal Dividend- Series-35","08 Apr, 2019","1.9619","1.8168"
"Close Ended","HDFC FMP 1176D January 2016 (1)","HDFC FMP 1176D January 2016 (1)- Regular Quarterly Dividend - Series-35","08 Apr, 2019","0.1439","0.1333"
"Close Ended","HDFC FMP 1176D January 2016 (1)","HDFC FMP 1176D January 2016 (1)- Direct Normal Dividend - Series-35","08 Apr, 2019","2.0570","1.9047"
"Close Ended","HDFC FMP 1176D January 2016 (1)","HDFC FMP 1176D January 2016 (1)- Direct-Quarterly Dividend - Series-35","08 Apr, 2019","0.1447","0.1340"
"Close Ended","HDFC FMP 1183D January 2016 (1)","HDFC FMP 1183D January 2016 (1) - Regular- Normal Dividend- Series-35","08 Apr, 2019","1.9707","1.8248"
"Close Ended","HDFC FMP 1183D January 2016 (1)","HDFC FMP 1183D January 2016 (1)- Regular Quarterly Dividend - Series-35","08 Apr, 2019","0.1402","0.1298"
"Close Ended","HDFC FMP 1183D January 2016 (1)","HDFC FMP 1183D January 2016 (1)- Direct Normal Dividend - Series-35","08 Apr, 2019","2.0631","1.9105"
"Close Ended","HDFC FMP 1183D January 2016 (1)","HDFC FMP 1183D January 2016 (1)- Direct-Quarterly Dividend - Series-35","08 Apr, 2019","0.1412","0.1307"
"Close Ended","HDFC FMP 1105D December 2015 (1)","HDFC FMP 1105D December 2015 (1)- Regular Quarterly Dividend - Series-35","25 Jun, 2018","0.1288","0.1193"
"Close Ended","HDFC FMP 1105D December 2015 (1)","HDFC FMP 1105D December 2015 (1)- Direct-Quarterly Dividend - Series-35","25 Jun, 2018","0.1298","0.1201"
"Close Ended","HDFC FMP 1111D November 2015 (1)","HDFC FMP 1111D November 2015 (1)- Regular Quarterly Dividend - Series-34","25 Jun, 2018","0.1317","0.1219"
"Close Ended","HDFC FMP 1111D November 2015 (1)","HDFC FMP 1111D November 2015 (1)- Direct-Quarterly Dividend - Series-34","25 Jun, 2018","0.1326","0.1227"
"Close Ended","HDFC FMP 1105D OCTOBER 2015 (1)","HDFC FMP 1105D Oct 2015 (1) - Regular- Normal Dividend- Series-34","23 Oct, 2018","1.7757","1.6443"
"Close Ended","HDFC FMP 1105D OCTOBER 2015 (1)","HDFC FMP 1105D October 2015 (1)- Regular Quarterly Dividend - Series-34","23 Oct, 2018","0.0331","0.0306"
"Close Ended","HDFC FMP 1105D OCTOBER 2015 (1)","HDFC FMP 1105D October 2015 (1)- Direct Normal Dividend - Series-34","23 Oct, 2018","1.8623","1.7245"
"Close Ended","HDFC FMP 1105D OCTOBER 2015 (1)","HDFC FMP 1105D October 2015 (1)- Direct-Quarterly Dividend - Series-34","23 Oct, 2018","0.0333","0.0308"
"Close Ended","HDFC FMP 1108D September 2015 (1)","HDFC FMP 1108D September 2015 (1) - Regular- Normal Dividend- Series-34","04 Oct, 2018","1.8615","1.7238"
"Close Ended","HDFC FMP 1108D September 2015 (1)","HDFC FMP 1108D September 2015 (1)- Regular Quarterly Dividend - Series-34","04 Oct, 2018","0.1420","0.1315"
"Close Ended","HDFC FMP 1108D September 2015 (1)","HDFC FMP 1108D September 2015 (1) - Direct- Normal Dividend- Series-34","04 Oct, 2018","1.9468","1.8028"
"Close Ended","HDFC FMP 1108D September 2015 (1)","HDFC FMP 1108D September 2015 (1)- Direct-Quarterly Dividend - Series-34","04 Oct, 2018","0.1429","0.1323"
"Close Ended","HDFC Dual Advantage Fund - I - 1100D August 2015","HDFC DAF-I- 1100D August 2015 - Regular -Normal Dividend Payout","11 Sep, 2018","1.5695","1.4534"
"Close Ended","HDFC Dual Advantage Fund - I - 1100D August 2015","HDFC DAF-I- 1100D August 2015 - Direct -Normal Dividend Payout","11 Sep, 2018","1.9286","1.7859"
"Close Ended","HDFC FMP 1141D July 2015 (1)","HDFC FMP 1141D July 2015 (1) - Regular- Normal Dividend- Series-34","19 Sep, 2018","1.9284","1.7857"
"Close Ended","HDFC FMP 1141D July 2015 (1)","HDFC FMP 1141D July 2015(1)- Regular Quarterly Dividend - Series-34","19 Sep, 2018","0.1198","0.1109"
"Close Ended","HDFC FMP 1141D July 2015 (1)","HDFC FMP 1141D July 2015 (1) - Direct- Normal Dividend- Series-34","19 Sep, 2018","2.0119","1.8631"
"Close Ended","HDFC FMP 1141D July 2015 (1)","HDFC FMP 1141D July 2015 (1)- Direct-Quarterly Dividend - Series-34","19 Sep, 2018","0.1207","0.1118"
"Close Ended","HDFC FMP 1126D July 2015 (1)","HDFC FMP 1126D July 2015 (1) - Regular- Normal Dividend- Series-34","21 Aug, 2018","1.8697","1.7314"
"Close Ended","HDFC FMP 1126D July 2015 (1)","HDFC FMP 1126D July 2015(1)- Regular Quarterly Dividend - Series-34","21 Aug, 2018","0.0812","0.0752"
"Close Ended","HDFC FMP 1126D July 2015 (1)","HDFC FMP 1126D July 2015 (1) - Direct- Normal Dividend- Series-34","21 Aug, 2018","2.0075","1.8590"
"Close Ended","HDFC FMP 1134D July 2015 (1)","HDFC FMP 1134D July 2015 (1) - Regular- Normal Dividend- Series-34","21 Aug, 2018","1.9374","1.7940"
"Close Ended","HDFC FMP 1134D July 2015 (1)","HDFC FMP 1134D July 2015(1)- Regular Quarterly Dividend - Series-34","21 Aug, 2018","0.0761","0.0704"
"Close Ended","HDFC FMP 1134D July 2015 (1)","HDFC FMP 1134D July 2015 (1) - Direct- Normal Dividend- Series-34","21 Aug, 2018","2.0230","1.8733"
"Close Ended","HDFC FMP 1134D July 2015 (1)","HDFC FMP 1134D July 2015 (1)- Direct-Quarterly Dividend - Series-34","21 Aug, 2018","0.0795","0.0736"
"Close Ended","HDFC FMP 1112D June 2015 (1)","HDFC FMP 1112D June 2015 (1) - Regular- Normal Dividend- Series-33","17 Jul, 2018","1.9086","1.7674"
"Close Ended","HDFC FMP 1112D June 2015 (1)","HDFC FMP 1112D June 2015(1)- Regular Quarterly Dividend - Series-33","17 Jul, 2018","0.0279","0.0259"
"Close Ended","HDFC FMP 1112D June 2015 (1)","HDFC FMP 1112D June 2015 (1) - Direct- Normal Dividend- Series-33","17 Jul, 2018","1.9922","1.8448"
"Close Ended","HDFC FMP 1112D June 2015 (1)","HDFC FMP 1112D June 2015 (1)- Direct-Quarterly Dividend - Series-33","17 Jul, 2018","0.0293","0.0271"
"Close Ended","HDFC FMP 1127D May 2015 (1)","HDFC FMP 1127D May 2015 (1) - Regular- Normal Dividend- Series-33","10 Jul, 2018","2.0405","1.8895"
"Close Ended","HDFC FMP 1127D May 2015 (1)","HDFC FMP 1127D May 2015 (1)- Regular Quarterly Dividend - Series-33","10 Jul, 2018","0.1493","0.1383"
"Close Ended","HDFC FMP 1127D May 2015 (1)","HDFC FMP 1127D May 2015 (1) - Direct- Normal Dividend- Series-33","10 Jul, 2018","2.1553","1.9958"
"Close Ended","HDFC FMP 1127D May 2015 (1)","HDFC FMP 1127D May 2015 (1)- Direct-Quarterly Dividend - Series-33","10 Jul, 2018","0.1579","0.1462"
"Close Ended","HDFC FMP 1106D May 2015 (1)","HDFC FMP 1106D May 2015 (1) - Regular- Normal Dividend- Series-33","29 May, 2018","1.8763","1.7375"
"Close Ended","HDFC FMP 1106D May 2015 (1)","HDFC FMP 1106D May 2015 (1)- Regular Quarterly Dividend - Series-33","29 May, 2018","0.0934","0.0864"
"Close Ended","HDFC FMP 1106D May 2015 (1)","HDFC FMP 1106D May 2015 (1) - Direct- Normal Dividend- Series-33","29 May, 2018","1.9591","1.8142"
"Close Ended","HDFC FMP 1106D May 2015 (1)","HDFC FMP 1106D May 2015 (1)- Direct-Quarterly Dividend - Series-33","29 May, 2018","0.0971","0.0899"
"Close Ended","HDFC FMP 1115D March 2015 (1)","HDFC FMP 1115D March 2015 (1) - Regular - Normal Dividend- Series-33","26 Apr, 2018","1.8511","1.7141"
"Close Ended","HDFC FMP 1115D March 2015 (1)","HDFC FMP 1115D March 2015 (1) - Regular - Quarterly Dividend - Series-33","26 Apr, 2018","0.0436","0.0404"
"Close Ended","HDFC FMP 1115D March 2015 (1)","HDFC FMP 1115D March 2015 (1) - Direct - Normal Dividend -Series 33","26 Apr, 2018","1.9344","1.7912"
"Close Ended","HDFC FMP 1115D March 2015 (1)","HDFC FMP 1115D March 2015 (1) - Direct - Quarterly Dividend -Series 33","26 Apr, 2018","0.0454","0.0420"
"Close Ended","HDFC FMP 1128D March 2015 (1)","HDFC FMP 1128D March 2015 (1) - Regular- Normal Dividend- Series-33","26 Apr, 2018","1.9474","1.8033"
"Close Ended","HDFC FMP 1128D March 2015 (1)","HDFC FMP 1128D March 2015 (1)- Regular Quarterly Dividend - Series-33","26 Apr, 2018","0.0429","0.0398"
"Close Ended","HDFC FMP 1128D March 2015 (1)","HDFC FMP 1128D March 2015 (1) - Direct- Normal Dividend- Series-33","26 Apr, 2018","2.0326","1.8822"
"Close Ended","HDFC FMP 1128D March 2015 (1)","HDFC FMP 1128D March 2015 (1)- Direct-Quarterly Dividend - Series-33","26 Apr, 2018","0.0449","0.0416"
"Close Ended","HDFC FMP 1135D March 2015 (1)","HDFC FMP 1135D March 2015 (1) - Regular - Normal Dividend- Series-33","26 Apr, 2018","1.9926","1.8452"
"Close Ended","HDFC FMP 1135D March 2015 (1)","HDFC FMP 1135D March 2015 (1) - Regular - Quarterly Dividend - Series-33","26 Apr, 2018","0.0426","0.0395"
"Close Ended","HDFC FMP 1135D March 2015 (1)","HDFC FMP 1135D March 2015 (1) - Direct - Normal Dividend -Series 33","26 Apr, 2018","2.0792","1.9254"
"Close Ended","HDFC FMP 1135D March 2015 (1)","HDFC FMP 1135D March 2015 (1) - Direct - Quarterly Dividend -Series 33","26 Apr, 2018","0.0445","0.0412"
"Close Ended","HDFC FMP 1157D February 2015 (1)","HDFC FMP 1157D February 2015 (1) - Regular- Normal Dividend- Series-33","26 Apr, 2018","2.0345","1.8839"
"Close Ended","HDFC FMP 1157D February 2015 (1)","HDFC FMP 1157D February 2015 (1)- Regular Quarterly Dividend - Series-33","26 Apr, 2018","0.0434","0.0402"
"Close Ended","HDFC FMP 1157D February 2015 (1)","HDFC FMP 1157D February 2015 (1) - Direct- Normal Dividend- Series-33","26 Apr, 2018","2.1227","1.9656"
"Close Ended","HDFC Capital Protection Oriented Fund-III-1173D January 2015","HDFC CPO-III- 1173D January 2015 - Regular -Normal Dividend Payout","02 May, 2018","1.3370","1.2381"
"Close Ended","HDFC Capital Protection Oriented Fund-III-1173D January 2015","HDFC CPO-III- 1173D January 2015 - Direct -Normal Dividend Payout","02 May, 2018","1.4757","1.3665"
"Close Ended","HDFC FMP 1184D January 2015 (1)","HDFC FMP 1184D January 2015 (1) Series 33 - Regular - Normal Dividend","26 Apr, 2018","2.4276","2.2479"
"Close Ended","HDFC FMP 1184D January 2015 (1)","HDFC FMP 1184D January 2015 (1) Series 33 - Regular - Quarterly Dividend","26 Apr, 2018","0.0377","0.0349"
"Close Ended","HDFC FMP 1184D January 2015 (1)","HDFC FMP 1184D January 2015 (1) Series 33 - Direct - Normal Dividend","26 Apr, 2018","2.5217","2.3351"
"Close Ended","HDFC FMP 1184D January 2015 (1)","HDFC FMP 1184D January 2015 (1) Series 33 - Direct - Quarterly Dividend","26 Apr, 2018","0.0395","0.0366"
"Close Ended","HDFC FMP 1115D January 2015 (1)","HDFC FMP 1115D January 2015 (1) Series 32 - Regular - Normal Dividend","01 Feb, 2018","1.8897","1.7507"
"Close Ended","HDFC FMP 1115D January 2015 (1)","HDFC FMP 1115D January 2015 (1) Series 32 - Regular - Quarterly Dividend","01 Feb, 2018","0.0446","0.0413"
"Close Ended","HDFC FMP 1115D January 2015 (1)","HDFC FMP 1115D January 2015 (1) Series 32 - Direct - Normal Dividend","01 Feb, 2018","1.9734","1.8284"
"Close Ended","HDFC FMP 1115D January 2015 (1)","HDFC FMP 1115D January 2015 (1) Series 32 - Direct - Quarterly Dividend","01 Feb, 2018","0.0469","0.0434"
"Close Ended","HDFC FMP 1107D December 2014 (1)","HDFC FMP 1107D December 2014 (1) Series 32 - Regular - Normal Dividend","16 Jan, 2018","1.9082","1.7679"
"Close Ended","HDFC FMP 1107D December 2014 (1)","HDFC FMP 1107D December 2014 (1) Series 32 - Regular - Quarterly Dividend","16 Jan, 2018","0.0253","0.0234"
"Close Ended","HDFC FMP 1107D December 2014 (1)","HDFC FMP 1107D December 2014 (1) Series 32 - Direct - Normal Dividend","16 Jan, 2018","1.9916","1.8452"
"Close Ended","HDFC FMP 1107D December 2014 (1)","HDFC FMP 1107D December 2014 (1) Series 32 - Direct - Quarterly Dividend","16 Jan, 2018","0.0265","0.0246"
"Close Ended","HDFC Capital Protection Oriented Fund- Sr III - 1207D Dec 14","HDFC CPO-III- 1207D December 2014 - Regular -Normal Dividend Payout","12 Apr, 2018","1.3897","1.2869"
"Close Ended","HDFC Capital Protection Oriented Fund- Sr III - 1207D Dec 14","HDFC CPO-III- 1207D December 2014 - Direct -Normal Dividend Payout","12 Apr, 2018","1.5333","1.4198"
"Close Ended","HDFC FMP 1111D November 2014 (1)","HDFC FMP 1111D November 2014 (1) Series 32 - Regular - Quarterly Dividend","27 Jun, 2017","0.1216","0.1126"
"Close Ended","HDFC FMP 1111D November 2014 (1)","HDFC FMP 1111D November 2014 (1) Series 32 - Direct - Quarterly Dividend","27 Mar, 2017","0.1422","0.1318"
"Close Ended","HDFC FMP 1113D November 2014 (1)","HDFC FMP 1113D November 2014 (1) Series 32 - Direct - Quarterly Dividend","27 Jun, 2017","0.1573","0.1457"
"Close Ended","HDFC FMP 1113D November 2014 (1)","HDFC FMP 1113D November 2014 (1) Series 32 - Regular - Quarterly Dividend","27 Mar, 2017","0.1479","0.1370"
"Close Ended","HDFC FMP 1107D October 2014 (1)","HDFC FMP 1107D October 2014 (1) Series 32 - Regular - Quarterly Dividend","27 Jun, 2017","0.1391","0.1288"
"Close Ended","HDFC FMP 1107D October 2014 (1)","HDFC FMP 1107D October 2014 (1) Series 32 - Direct - Quarterly Dividend","27 Mar, 2017","0.1559","0.1444"
"Close Ended","HDFC FMP 1113D October 2014 (1)","HDFC FMP 1113D October 2014 (1) Series 32 - Regular - Quarterly Dividend","27 Jun, 2017","0.1585","0.1469"
"Close Ended","HDFC FMP 1113D October 2014 (1)","HDFC FMP 1113D October 2014 (1) Series 32 - Direct - Quarterly Dividend","27 Mar, 2017","0.1578","0.1461"
"Close Ended","HDFC FMP 1125D September 2014 (1)","HDFC FMP 1125D September 2014 (1) Series 32 - Regular - Quarterly Dividend","27 Jun, 2017","0.1672","0.1549"
"Close Ended","HDFC FMP 1125D September 2014 (1)","HDFC FMP 1125D September 2014 (1) Series 32 - Direct - Quarterly Dividend","27 Mar, 2017","0.1602","0.1484"
"Close Ended","HDFC FMP 1128D September 2014 (1)","HDFC FMP 1128D September 2014 (1) Series 32 - Regular - Quarterly Dividend","27 Jun, 2017","0.1700","0.1575"
"Close Ended","HDFC FMP 1128D September 2014 (1)","HDFC FMP 1128D September 2014 (1) Series 32 - Direct - Quarterly Dividend","27 Mar, 2017","0.1589","0.1472"
"Close Ended","HDFC FMP 1134D September 2014 (1)","HDFC FMP 1134D September 2014 (1) Series 32 - Regular - Quarterly Dividend","27 Jun, 2017","0.1773","0.1642"
"Close Ended","HDFC FMP 1134D September 2014 (1)","HDFC FMP 1134D September 2014 (1) Series 32 - Direct - Quarterly Dividend","27 Mar, 2017","0.1657","0.1535"
"Close Ended","HDFC FMP 1099D August 2014 (1)","HDFC FMP 1099D August 2014 (1) Series 32 - Regular - Quarterly Dividend","27 Mar, 2017","0.1506","0.1395"
"Close Ended","HDFC FMP 1099D August 2014 (1)","HDFC FMP 1099D August 2014 (1) Series 32 - Direct - Quarterly Dividend","27 Jun, 2017","0.1717","0.1591"
"Close Ended","HDFC FMP 1113D August 2014 (1)","HDFC FMP 1113D August 2014 (1) Series 32 - Regular - Normal Dividend","12 Sep, 2017","2.0853","1.9320"
"Close Ended","HDFC FMP 1113D August 2014 (1)","HDFC FMP 1113D August 2014 (1) Series 32 - Regular - Quarterly Dividend","12 Sep, 2017","0.0891","0.0825"
"Close Ended","HDFC FMP 1113D August 2014 (1)","HDFC FMP 1113D August 2014 (1) Series 32 - Direct - Normal Dividend","12 Sep, 2017","2.1708","2.0112"
