"Fund Category","Fund Name","AmfiCode","Plan Name","NAV Date","NAV Amount"
"Close Ended","HDFC FMP 91D June 2012 (1) ","117486","HDFC FMP 91D June 2012 (1) - Growth Option","25 Sep, 2012","10.2239"
"Close Ended","HDFC FMP 91D June 2012 (1) ","117487","HDFC FMP 91D June 2012 (1) - Dividend Option","29 Jun, 2012","10.0071"
"Close Ended","HDFC FMP 91D June 2012 (1) ","117501","HDFC FMP 92D June 2012 (1) - Growth Option","29 Jun, 2012","10.0300"
"Close Ended","HDFC FMP 91D June 2012 (1) ","117502","HDFC FMP 92D June 2012 (1) - Dividend Option","20 Sep, 2012","10.0000"
"Close Ended","HDFC FMP 100D September 2010 (2)","113329","HDFC FMP 100D September 2010 (2)-Growth Option","16 Dec, 2010","10.1768"
"Close Ended","HDFC FMP 100D September 2010 (2)","113330","HDFC FMP 100D September 2010 (2)-Dividend Option","23 Sep, 2010","10.0126"
"Close Ended","HDFC FMP 371D September 2013 (1)","124554","HDFC FMP 371D September 2013 (1)-Direct Option-Flexi Option","03 Dec, 2013","10.0000"
"Close Ended","HDFC FMP 371D September 2013 (1)","124547","HDFC FMP 371D September 2013 (1)-Regular Option-Dividend Option","16 Sep, 2014","10.9387"
"Close Ended","HDFC FMP 371D September 2013 (1)","124548","HDFC FMP 371D September 2013 (1)-Regular Option-Flexi Option","13 Jan, 2014","10.2985"
"Close Ended","HDFC FMP 371D September 2013 (1)","124549","HDFC FMP 371D September 2013 (1)-Direct Option-Quarterly Dividend Option","16 Sep, 2014","10.2014"
"Close Ended","HDFC FMP 371D September 2013 (1)","124550","HDFC FMP 371D September 2013 (1)-Direct Option-Dividend Option","13 Jan, 2014","10.3000"
"Close Ended","HDFC FMP 371D September 2013 (1)","124551","HDFC FMP 371D September 2013 (1)-Regular Option-Quarterly Dividend Option","16 Sep, 2014","10.2001"
"Close Ended","HDFC FMP 371D September 2013 (1)","124552","HDFC FMP 371D September 2013 (1)-Regular Option-Growth Option","13 Jan, 2014","10.2985"
"Close Ended","HDFC FMP 371D September 2013 (1)","124553","HDFC FMP 371D September 2013 (1)-Direct Option-Growth Option","16 Sep, 2014","10.9440"
"Close Ended","HDFC FMP 370D September 2010 (2)","113385","HDFC FMP 370D September 2010 (2) Growth Option","28 Jul, 2011","10.6135"
"Close Ended","HDFC FMP 370D September 2010 (2)","113386","HDFC FMP 370D September 2010 (2) Quaterly Dividend  Option","11 Jan, 2011","10.0995"
"Close Ended","HDFC FMP 370D September 2010 (2)","113387","HDFC FMP 370D September 2010 (2) Dividend Option","28 Jul, 2011","10.6135"
"Close Ended","HDFC FMP 100D September 2010 (1)","113290","HDFC FMP 100D September 2010 (1) Growth Option","16 Dec, 2010","10.1831"
"Close Ended","HDFC FMP 100D September 2010 (1)","113291","HDFC FMP 100D September 2010 (1) Dividend Option","23 Sep, 2010","10.0190"
"Close Ended","HDFC FMP 92D JUNE 2011 (1) ","115317","HDFC FMP 92D JUNE 2011 (1) - Dividend Option","30 Aug, 2011","10.2203"
"Close Ended","HDFC FMP 92D JUNE 2011 (1) ","115318","HDFC FMP 92D JUNE 2011 (1) - Growth Option","27 Jun, 2011","10.0533"
"Close Ended","HDFC FMP 373D September 2012 (1)","117912","HDFC FMP 373D September 2012 (1) Growth Option","22 Jul, 2013","10.6898"
"Close Ended","HDFC FMP 373D September 2012 (1)","117913","HDFC FMP 373D September 2012 (1) Dividend Option","06 Sep, 2013","10.8113"
"Close Ended","HDFC FMP 373D September 2012 (1)","117914","HDFC FMP 373D September 2012 (1) Quarterly Dividend Option","22 Jul, 2013","10.0363"
"Close Ended","HDFC FMP 92D JUNE 2011 (2) ","115389","HDFC FMP 92D JUNE 2011 (2) - Dividend Option","27 Jun, 2011","10.0286"
"Close Ended","HDFC FMP 92D JUNE 2011 (2) ","115390","HDFC FMP 92D JUNE 2011 (2) - Growth Option","15 Sep, 2011","10.2271"
"Close Ended","HDFC FMP 35D AUGUST 2010 (2) ","113237","HDFC FMP 35D AUGUST 2010 (2) - Growth Option","08 Sep, 2010","10.0231"
"Close Ended","HDFC FMP 35D AUGUST 2010 (2) ","113238","HDFC FMP 35D AUGUST 2010 (2) - Dividend Option","16 Sep, 2010","10.0375"
"Close Ended","HDFC FMP 92D JUNE 2011 (3) ","115462","HDFC FMP 92D JUNE 2011 (3) - Dividend Option","15 Sep, 2011","10.1818"
"Close Ended","HDFC FMP 92D JUNE 2011 (3) ","115463","HDFC FMP 92D JUNE 2011 (3) - Growth Option","29 Jun, 2011","10.0014"
"Close Ended","HDFC FMP 92D September 2011 (1)","115759","HDFC FMP 92D September 2011 (1) Growth Option","16 Nov, 2011","10.1587"
"Close Ended","HDFC FMP 92D September 2011 (1)","115760","HDFC FMP 92D September 2011 (1) Dividend Option","27 Sep, 2011","10.0354"
"Close Ended","HDFC FMP 100D March 2011 (1) ","114772","HDFC FMP 100D March 2011 (1) - Dividend Option","08 Jun, 2011","10.2601"
"Close Ended","HDFC FMP 100D March 2011 (1) ","114773","HDFC FMP 100D March 2011 (1) - Growth Option","10 Mar, 2011","10.0183"
"Close Ended","HDFC FMP 90D September 2013 (1)","124357","HDFC FMP 90D September 2013 (1) - Regular Option - Growth Option","19 Nov, 2013","10.2057"
"Close Ended","HDFC FMP 90D September 2013 (1)","124358","HDFC FMP 90D September 2013 (1) - Direct Option - Dividend Option","03 Dec, 2013","10.2415"
"Close Ended","HDFC FMP 90D September 2013 (1)","124359","HDFC FMP 90D September 2013 (1) - Regular Option - Dividend Option","19 Nov, 2013","10.2057"
"Close Ended","HDFC FMP 90D September 2013 (1)","124360","HDFC FMP 90D September 2013 (1) - Direct Option - Growth Option","03 Dec, 2013","10.2415"
"Close Ended","HDFC FMP 15M FEBRUARY 2008 ","107661","HDFC FMP 15M FEBRUARY 2008 RETAIL PLAN - NORMAL DIVIDEND OPTION","08 May, 2009","11.1433"
"Close Ended","HDFC FMP 15M FEBRUARY 2008 ","107662","HDFC FMP 15M FEBRUARY 2008 WHOLESALE PLAN - GROWTH OPTION","25 May, 2009","11.2163"
"Close Ended","HDFC FMP 15M FEBRUARY 2008 ","107664","HDFC FMP 15M FEBRUARY 2008 RETAIL PLAN - QUARTERLY DIVIDEND OPTION","08 May, 2009","10.1039"
"Close Ended","HDFC FMP 15M FEBRUARY 2008 ","107666","HDFC FMP 15M FEBRUARY 2008 RETAIL PLAN - GROWTH OPTION","18 May, 2009","11.1617"
"Close Ended","HDFC FMP 100D March 2011 (2) ","114774","HDFC FMP 100D March 2011 (2) - Dividend Option","17 Jun, 2011","10.0000"
"Close Ended","HDFC FMP 100D March 2011 (2) ","114775","HDFC FMP 100D March 2011 (2) - Growth Option","11 Mar, 2011","10.0098"
"Close Ended","HDFC FMP 92D February 2012 (3) ","116783","HDFC FMP 92D February 2012 (3) - Growth Option","28 Mar, 2012","10.0761"
"Close Ended","HDFC FMP 92D February 2012 (3) ","116784","HDFC FMP 92D February 2012 (3) - Dividend Option","29 May, 2012","10.2569"
"Close Ended","HDFC FMP 100D March 2011 (3) ","114953","HDFC FMP 100D March 2011 (3) - Growth Option","08 Apr, 2011","10.0429"
"Close Ended","HDFC FMP 100D March 2011 (3) ","114954","HDFC FMP 100D March 2011 (3) - Dividend Option","27 Jun, 2011","10.2608"
"Close Ended","HDFC FMP 366D March 2012 (1)","117033","HDFC FMP 366D March 2012 (1) Growth Option","18 Jan, 2013","10.8737"
"Close Ended","HDFC FMP 366D March 2012 (1)","117034","HDFC FMP 366D March 2012 (1) Dividend Option","15 Mar, 2013","10.9915"
"Close Ended","HDFC FMP 366D March 2012 (1)","117035","HDFC FMP 366D March 2012 (1) Quarterly Dividend Option","18 Jan, 2013","10.0897"
"Close Ended","HDFC FMP 92D February 2012 (2) ","116716","HDFC FMP 92D February 2012 (2) - Growth Option","23 May, 2012","10.2551"
"Close Ended","HDFC FMP 92D February 2012 (2) ","116717","HDFC FMP 92D February 2012 (2) - Dividend Option","22 Feb, 2012","10.0020"
"Close Ended","HDFC FMP 35D March 2011 (2)","114978","HDFC FMP 35D March 2011 (2) - Growth Option","31 Mar, 2011","10.0236"
"Close Ended","HDFC FMP 35D March 2011 (2)","114979","HDFC FMP 35D March 2011 (2) - Dividend Option","02 May, 2011","10.0000"
"Close Ended","HDFC FMP 13M MARCH 2008 ","107811","HDFC FMP 13M MARCH 2008 RETAIL PLAN - GROWTH OPTION","09 Apr, 2009","11.0394"
"Close Ended","HDFC FMP 13M MARCH 2008 ","107812","HDFC FMP 13M MARCH 2008 RETAIL PLAN - NORMAL DIVIDEND OPTION","01 Jan, 2009","10.7834"
"Close Ended","HDFC FMP 13M MARCH 2008 ","107813","HDFC FMP 13M MARCH 2008 WHOLESALE PLAN - GROWTH OPTION","09 Apr, 2009","11.0740"
"Close Ended","HDFC FMP 13M MARCH 2008 ","107815","HDFC FMP 13M MARCH 2008 RETAIL PLAN - QUARTERLY DIVIDEND OPTION","01 Jan, 2009","10.0153"
"Close Ended","HDFC FMP 35D March 2011 (1)","114776","HDFC FMP 35D March 2011 (1) - Growth Option","05 Apr, 2011","10.0738"
"Close Ended","HDFC FMP 35D March 2011 (1)","114777","HDFC FMP 35D March 2011 (1) - Dividend Option","11 Mar, 2011","10.0065"
"Close Ended","HDFC FMP 92D February 2012 (1) ","116622","HDFC FMP 92D February 2012 (1) - Growth Option","15 May, 2012","10.2498"
"Close Ended","HDFC FMP 92D February 2012 (1) ","116623","HDFC FMP 92D February 2012 (1) - Dividend Option","14 Feb, 2012","10.0018"
"Close Ended","HDFC FMP 182D March 2011 (1)","114955","HDFC FMP 182D March 2011 (1) - Dividend Option","18 Mar, 2011","10.0017"
"Close Ended","HDFC FMP 182D March 2011 (1)","114956","HDFC FMP 182D March 2011 (1) - Growth Option","27 Jun, 2011","10.2823"
"Close Ended","HDFC FMP 13M MARCH 2008 (2) ","107867","HDFC FMP 13M MARCH 2008 (2) RETAIL PLAN - NORMAL DIVIDEND OPTION","16 Apr, 2009","11.0193"
"Close Ended","HDFC FMP 13M MARCH 2008 (2) ","107868","HDFC FMP 13M MARCH 2008 (2) WHOLESALE PLAN - GROWTH OPTION","01 Jan, 2009","10.6737"
"Close Ended","HDFC FMP 13M MARCH 2008 (2) ","107869","HDFC FMP 13M MARCH 2008 (2) RETAIL PLAN - QUARTERLY DIVIDEND OPTION","16 Apr, 2009","10.5221"
"Close Ended","HDFC FMP 13M MARCH 2008 (2) ","107870","HDFC FMP 13M MARCH 2008 (2) WHOLESALE PLAN - NORMAL DIVIDEND OPTION","01 Jan, 2009","10.6737"
"Close Ended","HDFC FMP 13M MARCH 2008 (2) ","107871","HDFC FMP 13M MARCH 2008 (2) RETAIL PLAN - GROWTH OPTION","16 Apr, 2009","11.0193"
"Close Ended","HDFC FMP 91D February 2015 (1)","133949","HDFC FMP 91D February 2015 (1)-Direct Option-Dividend Option","19 May, 2015","10.2086"
"Close Ended","HDFC FMP 91D February 2015 (1)","133950","HDFC FMP 91D February 2015 (1)-Regular Option-Dividend Option","15 Apr, 2015","10.1249"
"Close Ended","HDFC FMP 91D February 2015 (1)","133951","HDFC FMP 91D February 2015 (1)-Direct Option-Growth Option","19 May, 2015","10.2086"
"Close Ended","HDFC FMP 91D February 2015 (1)","133952","HDFC FMP 91D February 2015 (1)-Regular Option-Growth Option","15 Apr, 2015","10.1249"
"Close Ended","HDFC FMP 15M March 2007 ","105344","HDFC FMP 15M MARCH 2007 - RETAIL PLAN -Dividend Option","25 Jun, 2008","0.0000"
"Close Ended","HDFC FMP 15M March 2007 ","105345","HDFC FMP 15M March 2007 - RETAIL PLAN - Quarterly Dividend Option","08 Apr, 2008","10.7506"
"Close Ended","HDFC FMP 15M March 2007 ","105346","HDFC FMP 15M March 2007 - WHOLESALE PLAN - Growth Option","25 Jun, 2008","0.0000"
"Close Ended","HDFC FMP 15M March 2007 ","105347","HDFC FMP 15M March 2007 -  WHOLESALE PLAN - Quarterly Dividend Option","08 Apr, 2008","10.7524"
"Close Ended","HDFC FMP 15M March 2007 ","105348","HDFC FMP 15M March 2007 - WHOLESALE PLAN - Dividend Option","25 Jun, 2008","0.0000"
"Close Ended","HDFC FMP 15M March 2007 ","105349","HDFC FMP 15M MARCH 2007 - RETAIL PLAN - Growth Option","08 Apr, 2008","11.1035"
"Close Ended","HDFC FMP 14M March 2007 ","105136","HDFC FMP 14M March 2007 - RETAIL PLAN - Quarterly Dividend Option","16 May, 2008","0.0000"
"Close Ended","HDFC FMP 14M March 2007 ","105138","HDFC FMP 14M March 2007 - RETAIL PLAN -Dividend Option","08 Apr, 2008","11.1079"
"Close Ended","HDFC FMP 14M March 2007 ","105139","HDFC FMP 14M March 2007 - WHOLESALE PLAN - Growth Option","16 May, 2008","0.0000"
"Close Ended","HDFC FMP 14M March 2007 ","105140","HDFC FMP 14M March 2007 - RETAIL PLAN - Growth Option","08 Apr, 2008","11.1079"
"Close Ended","HDFC FMP 372D January 2013 (2)","120860","HDFC FMP 372D January 2013 (2) Direct Plan Quarterly Dividend Option","22 Jan, 2014","10.0660"
"Close Ended","HDFC FMP 372D January 2013 (2)","120861","HDFC FMP 372D January 2013 (2) Direct Plan Flexi Option","15 Jan, 2014","10.8463"
"Close Ended","HDFC FMP 372D January 2013 (2)","120862","HDFC FMP 372D January 2013 (2) Direct Plan Dividend Option","22 Jan, 2014","10.8644"
"Close Ended","HDFC FMP 372D January 2013 (2)","120863","HDFC FMP 372D January 2013 (2) Growth Option","15 Jan, 2014","10.8303"
"Close Ended","HDFC FMP 372D January 2013 (2)","120864","HDFC FMP 372D January 2013 (2) Dividend Option","22 Jan, 2014","10.8481"
"Close Ended","HDFC FMP 372D January 2013 (2)","120865","HDFC FMP 372D January 2013 (2) Quarterly Dividend Option","15 Jan, 2014","10.0485"
"Close Ended","HDFC FMP 372D January 2013 (2)","120866","HDFC FMP 372D January 2013 (2) Flexi Option","22 Jan, 2014","10.8481"
"Close Ended","HDFC FMP 372D January 2013 (2)","120867","HDFC FMP 372D January 2013 (2) Direct Plan Growth Option","15 Jan, 2014","10.8463"
"Close Ended","HDFC FMP 400D February 2012 (1)","116855","HDFC FMP 400D February 2012 (1) Dividend Option","15 Mar, 2013","11.0652"
"Close Ended","HDFC FMP 400D February 2012 (1)","116856","HDFC FMP 400D February 2012 (1) Growth Option","18 Jan, 2013","10.9327"
"Close Ended","HDFC FMP 400D February 2012 (1)","116857","HDFC FMP 400D February 2012 (1) Quarterly Dividend Option","15 Mar, 2013","10.2104"
"Close Ended","HDFC FMP 90D APRIL 2008 ","108308","HDFC FMP 90D APRIL 2008 - WHOLESALE PLAN GROWTH OPTION","20 Jun, 2008","10.1258"
"Close Ended","HDFC FMP 90D APRIL 2008 ","108309","HDFC FMP 90D APRIL 2008 - WHOLESALE PLAN DIVIDEND OPTION","14 Jul, 2008","10.1847"
"Close Ended","HDFC FMP 90D APRIL 2008 ","108310","HDFC FMP 90D APRIL 2008 - RETAIL PLAN GROWTH OPTION","20 Jun, 2008","10.1258"
"Close Ended","HDFC FMP 90D APRIL 2008 ","108311","HDFC FMP 90D APRIL 2008 - RETAIL PLAN DIVIDEND OPTION","14 Jul, 2008","10.1847"
"Close Ended","HDFC FMP 372D February 2013 (1)","121118","HDFC FMP 372D February 2013 (1) Regular Option Growth Option","25 Feb, 2014","10.9225"
"Close Ended","HDFC FMP 372D February 2013 (1)","121119","HDFC FMP 372D February 2013 (1) Regualr Option Flexi Option","15 Jan, 2014","10.8204"
"Close Ended","HDFC FMP 372D February 2013 (1)","121120","HDFC FMP 372D February 2013 (1) Direct Option Growth Option","25 Feb, 2014","10.9280"
"Close Ended","HDFC FMP 372D February 2013 (1)","121121","HDFC FMP 372D February 2013 (1) Direct Option Dividend Option","15 Jan, 2014","10.8252"
"Close Ended","HDFC FMP 372D February 2013 (1)","121122","HDFC FMP 372D February 2013 (1) Direct Option Quarterly Dividend Option","25 Feb, 2014","10.1511"
"Close Ended","HDFC FMP 372D February 2013 (1)","121123","HDFC FMP 372D February 2013 (1) Direct Option Flexi Option","15 Jan, 2014","10.8252"
"Close Ended","HDFC FMP 372D February 2013 (1)","121124","HDFC FMP 372D February 2013 (1) Regular Option Dividend Option","25 Feb, 2014","10.9225"
"Close Ended","HDFC FMP 372D February 2013 (1)","121125","HDFC FMP 372D February 2013 (1) Regular Option Quarterly Dividend Option","15 Jan, 2014","10.0554"
"Close Ended","HDFC FMP 371D February 2013 (1)","121110","HDFC FMP 371D February 2013 (1) Regular Option Quarterly Dividend Option","17 Feb, 2014","10.1220"
"Close Ended","HDFC FMP 371D February 2013 (1)","121111","HDFC FMP 371D February 2013 (1) Regualr Option Flexi Option","15 Jan, 2014","10.8319"
"Close Ended","HDFC FMP 371D February 2013 (1)","121112","HDFC FMP 371D February 2013 (1) Direct Option Growth Option","17 Feb, 2014","10.9189"
"Close Ended","HDFC FMP 371D February 2013 (1)","121113","HDFC FMP 371D February 2013 (1) Direct Option Dividend Option","15 Jan, 2014","10.8369"
"Close Ended","HDFC FMP 371D February 2013 (1)","121114","HDFC FMP 371D February 2013 (1) Direct Option Quarterly Dividend Option","17 Feb, 2014","10.1226"
"Close Ended","HDFC FMP 371D February 2013 (1)","121115","HDFC FMP 371D February 2013 (1) Direct Option Flexi Option","15 Jan, 2014","10.8369"
"Close Ended","HDFC FMP 371D February 2013 (1)","121116","HDFC FMP 371D February 2013 (1) Regular Option Growth Option","17 Feb, 2014","10.9134"
"Close Ended","HDFC FMP 371D February 2013 (1)","121117","HDFC FMP 371D February 2013 (1) Regular Option Dividend Option","15 Jan, 2014","10.8319"
"Close Ended","HDFC FMP 370D February 2012 (3)","116788","HDFC FMP 370D February 2012 (3) - Growth Option","18 Jan, 2013","10.9173"
"Close Ended","HDFC FMP 370D February 2012 (3)","116789","HDFC FMP 370D February 2012 (3) - Dividend Option","05 Mar, 2013","10.0000"
"Close Ended","HDFC FMP 370D February 2012 (3)","116790","HDFC FMP 370D February 2012 (3) - Quarterly Dividend Option","18 Jan, 2013","10.0796"
"Close Ended","HDFC FMP 100D AUGUST 2010 (2) ","113193","HDFC FMP 100D AUGUST 2010 (2) - Growth Option","08 Sep, 2010","10.0385"
"Close Ended","HDFC FMP 100D AUGUST 2010 (2) ","113194","HDFC FMP 100D AUGUST 2010 (2) - Dividend Option","30 Nov, 2010","0.0000"
"Close Ended","HDFC FMP 370D February 2012 (2)","116718","HDFC FMP 370D February 2012 (2) - Quarterly Dividend Option","18 Jan, 2013","10.0688"
"Close Ended","HDFC FMP 370D February 2012 (2)","116719","HDFC FMP 370D February 2012 (2) - Growth Option","12 Feb, 2013","10.9816"
"Close Ended","HDFC FMP 370D February 2012 (2)","116720","HDFC FMP 370D February 2012 (2) - Dividend Option","18 Jan, 2013","10.9183"
"Close Ended","HDFC FMP 370D February 2012 (1)","116619","HDFC FMP 370D February 2012 (1) - Quarterly Dividend Option","12 Feb, 2013","10.0000"
"Close Ended","HDFC FMP 370D February 2012 (1)","116620","HDFC FMP 370D February 2012 (1) - Growth Option","18 Jan, 2013","10.9349"
"Close Ended","HDFC FMP 370D February 2012 (1)","116621","HDFC FMP 370D February 2012 (1) - Dividend Option","12 Feb, 2013","10.0000"
"Close Ended","HDFC FMP 370D FBERUARY 2011 (1)","114728","HDFC FMP 370D FBERUARY 2011 (1) - Dividend Option","06 Mar, 2012","10.0000"
"Close Ended","HDFC FMP 370D FBERUARY 2011 (1)","114729","HDFC FMP 370D FBERUARY 2011 (1) - Growth Option","02 Jan, 2012","10.8447"
"Close Ended","HDFC FMP 370D FBERUARY 2011 (1)","114730","HDFC FMP 370D FBERUARY 2011 (1) - Quarterly Dividend Option","06 Mar, 2012","10.0000"
"Close Ended","HDFC FMP 100D August 2010 (3) ","113223","HDFC FMP 100D August 2010 (3) - Growth Option","08 Sep, 2010","10.0253"
"Close Ended","HDFC FMP 100D August 2010 (3) ","113224","HDFC FMP 100D August 2010 (3) - Dividend Option","30 Nov, 2010","10.1865"
"Close Ended","HDFC FMP 18M February 2012 (1)","116785","HDFC FMP 18M February 2012 (1) - Dividend Option","28 Aug, 2013","10.0000"
"Close Ended","HDFC FMP 18M February 2012 (1)","116786","HDFC FMP 18M February 2012 (1) - Growth Option","18 Jan, 2013","10.8678"
"Close Ended","HDFC FMP 18M February 2012 (1)","116787","HDFC FMP 18M February 2012 (1) - Quarterly Dividend Option","28 Aug, 2013","10.0000"
"Close Ended","HDFC FMP 182D February 2012 (1)","116746","HDFC FMP 182D February 2012 (1) - Growth Option","23 Feb, 2012","10.0015"
"Close Ended","HDFC FMP 182D February 2012 (1)","116747","HDFC FMP 182D February 2012 (1) - Dividend Option","22 Aug, 2012","10.0000"
"Close Ended","HDFC FMP 15M February 2007","104838","HDFC FMP 15M February 2007- WHOLESALE PLAN - Growth Option","13 May, 2008","11.1499"
"Close Ended","HDFC FMP 15M February 2007","104839","HDFC FMP 15M February 2007 - RETAIL PLAN - Growth Option","08 Apr, 2008","11.0282"
"Close Ended","HDFC FMP 15M February 2007","104840","HDFC FMP 15M February 2007 - RETAIL PLAN -Dividend Option","13 May, 2008","10.0000"
"Close Ended","HDFC FMP 15M February 2007","104841","HDFC FMP 15M February 2007 - RETAIL PLAN - Quarterly Dividend Option","08 Apr, 2008","10.3501"
"Close Ended","HDFC FMP 13M August 2011 (1) ","115651","HDFC FMP 13M August 2011 (1) - Growth Option","29 May, 2012","10.6902"
"Close Ended","HDFC FMP 13M August 2011 (1) ","115652","HDFC FMP 13M August 2011 (1) - Dividend  Option","10 Aug, 2012","10.8974"
"Close Ended","HDFC FMP 13M August 2011 (1) ","115653","HDFC FMP 13M August 2011 (1) - Quaterly Dividend Option","29 May, 2012","10.2160"
"Close Ended","HDFC FMP 100D FEBRUARY 2011 (1)","114720","HDFC FMP 100D FEBRUARY 2011 (1) - Dividend Option","10 Mar, 2011","10.0251"
"Close Ended","HDFC FMP 100D FEBRUARY 2011 (1)","114721","HDFC FMP 100D FEBRUARY 2011 (1) - Growth Option","08 Jun, 2011","10.2703"
"Close Ended","HDFC FMP 92D December 2011 (2)","116334","HDFC FMP 92D December 2011 (2) Growth Option","05 Mar, 2012","10.1801"
"Close Ended","HDFC FMP 92D December 2011 (2)","116335","HDFC FMP 92D December 2011 (2) Dividend Option","01 Feb, 2012","10.0939"
"Close Ended","HDFC FMP 92D December 2011 (1)","116269","HDFC FMP 92D December 2011 (1) - Growth Option","01 Feb, 2012","10.1228"
"Close Ended","HDFC FMP 92D December 2011 (1)","116270","HDFC FMP 92D December 2011 (1) - Dividend Option","05 Mar, 2012","10.2065"
"Close Ended","HDFC FMP 26M AUGUST 2006","104184","HDFC FMP 26M AUGUST 2006 IP- Dividend","01 Jan, 2008","11.1200"
"Close Ended","HDFC FMP 26M AUGUST 2006","104185","HDFC FMP 26M AUGUST 2006 IP- Growth","11 Sep, 2008","11.7434"
"Close Ended","HDFC FMP 26M AUGUST 2006","104186","HDFC FMP 26M AUGUST 2006 Retail - Dividend","01 Jan, 2008","11.0600"
"Close Ended","HDFC FMP 26M AUGUST 2006","104187","HDFC FMP 26M AUGUST 2006 Retail - Growth","11 Sep, 2008","11.6515"
"Close Ended","HDFC FMP 90D December 2008 (1)","111485","HDFC FMP 90D December 2008 (1) - RETAIL PLAN DIVIDEND OPTION","05 Mar, 2009","10.1858"
"Close Ended","HDFC FMP 90D December 2008 (1)","111487","HDFC FMP 90D De cember 2008 (1) - RETAIL PLAN GROWTH OPTION","16 Feb, 2009","10.1482"
"Close Ended","HDFC FMP 90D December 2008 (1)","111488","HDFC FMP 90D December 2008 (1) - WHOLESALE PLAN DIVIDEND OPTION","05 Mar, 2009","10.1878"
"Close Ended","HDFC FMP 35D August 2010 (3) ","113255","HDFC FMP 35D August 2010 (3) - Dividend Option","08 Sep, 2010","10.0139"
"Close Ended","HDFC FMP 35D August 2010 (3) ","113256","HDFC FMP 35D August 2010 (3) - Growth Option","16 Sep, 2010","10.0282"
"Close Ended","HDFC FMP 566D December 2012 (1)","118182","HDFC FMP 566D December 2012 (1) Dividend Option","07 May, 2014","11.2625"
"Close Ended","HDFC FMP 566D December 2012 (1)","118183","HDFC FMP 566D December 2012 (1) Growth Option","22 May, 2014","11.2995"
"Close Ended","HDFC FMP 566D December 2012 (1)","118184","HDFC FMP 566D December 2012 (1) Quarterly Dividend Option","07 May, 2014","10.1599"
"Close Ended","HDFC FMP 566D December 2012 (1)","118185","HDFC FMP 566D December 2012 (1) Flexi Option","22 May, 2014","11.2995"
"Close Ended","HDFC FMP 526D December 2012 (1)","118248","HDFC FMP 526D December 2012 (1) Growth Option","07 May, 2014","11.2432"
"Close Ended","HDFC FMP 526D December 2012 (1)","118249","HDFC FMP 526D December 2012 (1) Dividend Option","22 May, 2014","11.2773"
"Close Ended","HDFC FMP 526D December 2012 (1)","118250","HDFC FMP 526D December 2012 (1) Quarterly Dividend Option","07 May, 2014","10.2706"
"Close Ended","HDFC FMP 526D December 2012 (1)","118251","HDFC FMP 526D December 2012 (1) Flexi Option","22 May, 2014","11.2773"
"Close Ended","HDFC FMP 367D AUGUST 2007 ","106279","HDFC FMP 367D AUGUST 2007 - RETAIL PLAN GROWTH OPTION","13 Jun, 2008","10.6862"
"Close Ended","HDFC FMP 367D AUGUST 2007 ","106280","HDFC FMP 367D AUGUST 2007 - RETAIL PLAN NORMAL DIVIDEND OPTION","01 Jan, 2008","10.2900"
"Close Ended","HDFC FMP 367D AUGUST 2007 ","106281","HDFC FMP 367D AUGUST 2007 - RETAIL PLAN QUATERLY DIVIDEND OPTION","13 Jun, 2008","10.2538"
"Close Ended","HDFC FMP 367D AUGUST 2007 ","106283","HDFC FMP 367D AUGUST 2007 - WHOLESALE PLAN GROWTH OPTION","01 Jan, 2008","10.3100"
"Close Ended","HDFC FMP 367D AUGUST 2007 ","106284","HDFC FMP 367D AUGUST 2007 - WHOLESALE PLAN NORMAL DIVIDEND OPTION","13 Jun, 2008","10.7169"
"Close Ended","HDFC FMP 371D December 2012 (1)","118626","HDFC FMP 371D December 2012 (1) Dividend Option ","01 Jan, 2014","10.8254"
"Close Ended","HDFC FMP 371D December 2012 (1)","118627","HDFC FMP 371D December 2012 (1) Quarterly Dividend Option","15 Jan, 2014","10.0000"
"Close Ended","HDFC FMP 371D December 2012 (1)","118628","HDFC FMP 371D December 2012 (1) Growth Option","01 Jan, 2014","10.8254"
"Close Ended","HDFC FMP 371D December 2012 (1)","118629","HDFC FMP 371D December 2012 (1) Flexi Option","15 Jan, 2014","10.8649"
"Close Ended","HDFC FMP 370D August 2010 (1) ","113157","HDFC FMP 370D August 2010 (1) - Growth Option","18 Aug, 2011","10.7371"
"Close Ended","HDFC FMP 370D August 2010 (1) ","113158","HDFC FMP 370D August 2010 (1) - Dividend Option","03 Jan, 2011","10.1795"
"Close Ended","HDFC FMP 370D August 2010 (1) ","113159","HDFC FMP 370D August 2010 (1) - Quarterly Dividend Option","18 Aug, 2011","10.1211"
"Close Ended","HDFC FMP 371D August 2012 (1)","117782","HDFC FMP 373D August 2012 (1) Growth Option","02 Apr, 2013","10.5632"
"Close Ended","HDFC FMP 371D August 2012 (1)","117783","HDFC FMP 373D August 2012 (1) Dividend Option","22 Jul, 2013","10.8173"
"Close Ended","HDFC FMP 371D August 2012 (1)","117784","HDFC FMP 373D August 2012 (1) Quarterly Dividend Option","02 Apr, 2013","10.0326"
"Close Ended","HDFC FMP 371D August 2012 (1)","117829","HDFC FMP 371D August 2012 (1) Quarterly Dividend Option","22 Jul, 2013","10.0396"
"Close Ended","HDFC FMP 371D August 2012 (1)","117830","HDFC FMP 371D August 2012 (1) Growth Option","02 Apr, 2013","10.5313"
